f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.3,0.6,0.25,0.05,0.1,124,1
0.3,0.6,0.25,0.05,0.15,142,1
0.3,0.6,0.25,0.05,0.2,142,1
0.3,0.6,0.25,0.05,0.25,144,1
0.3,0.6,0.25,0.05,0.3,139,1
0.3,0.6,0.25,0.1,0.05,117,1
0.3,0.6,0.25,0.1,0.1,142,1
0.3,0.6,0.25,0.1,0.15,140,1
0.3,0.6,0.25,0.1,0.2,147,1
0.3,0.6,0.25,0.1,0.25,147,1
0.3,0.6,0.25,0.1,0.3,155,1
0.3,0.6,0.25,0.15,0.05,111,1
0.3,0.6,0.25,0.15,0.1,132,1
0.3,0.6,0.25,0.15,0.15,145,1
0.3,0.6,0.25,0.15,0.2,150,1
0.3,0.6,0.25,0.15,0.25,148,1
0.3,0.6,0.25,0.15,0.3,149,1
0.3,0.6,0.25,0.2,0.05,106,1
0.3,0.6,0.25,0.2,0.1,125,1
0.3,0.6,0.25,0.2,0.15,136,1
0.3,0.6,0.25,0.2,0.2,145,1
0.3,0.6,0.25,0.2,0.25,147,1
0.3,0.6,0.25,0.2,0.3,147,1
0.3,0.6,0.25,0.25,0.05,107,1
0.3,0.6,0.25,0.25,0.1,120,1
0.3,0.6,0.25,0.25,0.15,127,1
0.3,0.6,0.25,0.25,0.2,134,1
0.3,0.6,0.25,0.25,0.25,141,1
0.3,0.6,0.25,0.25,0.3,147,1
0.3,0.6,0.25,0.3,0.05,91,1
0.3,0.6,0.25,0.3,0.1,111,1
0.3,0.6,0.25,0.3,0.15,119,1
0.3,0.6,0.25,0.3,0.2,119,1
0.3,0.6,0.25,0.3,0.25,127,1
0.3,0.6,0.25,0.3,0.3,136,1
0.3,0.6,0.3,0.05,0.05,97,1
0.3,0.6,0.3,0.05,0.1,114,1
0.3,0.6,0.3,0.05,0.15,122,1
0.3,0.6,0.3,0.05,0.2,132,1
0.3,0.6,0.3,0.05,0.25,128,1
0.3,0.6,0.3,0.05,0.3,138,1
0.3,0.6,0.3,0.1,0.05,105,1
0.3,0.6,0.3,0.1,0.1,128,1
0.3,0.6,0.3,0.1,0.15,139,1
0.3,0.6,0.3,0.1,0.2,133,1
0.3,0.6,0.3,0.1,0.25,144,1
0.3,0.6,0.3,0.1,0.3,140,1
0.3,0.6,0.3,0.15,0.05,102,1
0.3,0.6,0.3,0.15,0.1,121,1
0.3,0.6,0.3,0.15,0.15,133,1
0.3,0.6,0.3,0.15,0.2,138,1
0.3,0.6,0.3,0.15,0.25,144,1
0.3,0.6,0.3,0.15,0.3,144,1
0.3,0.6,0.3,0.2,0.05,103,1
0.3,0.6,0.3,0.2,0.1,116,1
0.3,0.6,0.3,0.2,0.15,126,1
0.3,0.6,0.3,0.2,0.2,127,1
0.3,0.6,0.3,0.2,0.25,138,1
0.3,0.6,0.3,0.2,0.3,139,1
0.3,0.6,0.3,0.25,0.05,91,1
0.3,0.6,0.3,0.25,0.1,109,1
0.3,0.6,0.3,0.25,0.15,119,1
0.3,0.6,0.3,0.25,0.2,125,1
0.3,0.6,0.3,0.25,0.25,130,1
0.3,0.6,0.3,0.25,0.3,130,1
0.3,0.6,0.3,0.3,0.05,84,1
0.3,0.6,0.3,0.3,0.1,106,1
0.3,0.6,0.3,0.3,0.15,111,1
0.3,0.6,0.3,0.3,0.2,117,1
0.3,0.6,0.3,0.3,0.25,117,1
0.3,0.6,0.3,0.3,0.3,131,1
0.1,0.6,0.05,0.05,0.05,133,2
0.1,0.6,0.05,0.05,0.1,131,2
0.1,0.6,0.05,0.05,0.15,86,2
0.1,0.6,0.05,0.05,0.2,146,2
0.1,0.6,0.05,0.05,0.25,150,2
0.1,0.6,0.05,0.05,0.3,150,2
0.1,0.6,0.05,0.1,0.05,123,2
0.1,0.6,0.05,0.1,0.1,130,2
0.1,0.6,0.05,0.1,0.15,132,2
0.1,0.6,0.05,0.1,0.2,131,2
0.1,0.6,0.05,0.1,0.25,130,2
0.1,0.6,0.05,0.1,0.3,132,2
0.1,0.6,0.05,0.15,0.05,83,2
0.1,0.6,0.05,0.15,0.1,109,2
0.1,0.6,0.05,0.15,0.15,115,2
0.1,0.6,0.05,0.15,0.2,123,2
0.1,0.6,0.05,0.15,0.25,122,2
0.1,0.6,0.05,0.15,0.3,122,2
0.1,0.6,0.05,0.2,0.05,61,2
0.1,0.6,0.05,0.2,0.1,74,2
0.1,0.6,0.05,0.2,0.15,83,2
0.1,0.6,0.05,0.2,0.2,42,2
0.1,0.6,0.05,0.2,0.25,46,2
0.1,0.6,0.05,0.2,0.3,47,2
0.1,0.6,0.05,0.25,0.05,51,2
0.1,0.6,0.05,0.25,0.1,63,2
0.1,0.6,0.05,0.25,0.15,66,2
0.1,0.6,0.05,0.25,0.2,68,2
0.1,0.6,0.05,0.25,0.25,70,2
0.1,0.6,0.05,0.25,0.3,75,2
0.1,0.6,0.05,0.3,0.05,48,2
0.1,0.6,0.05,0.3,0.1,51,2
0.1,0.6,0.05,0.3,0.15,53,2
0.1,0.6,0.05,0.3,0.2,59,2
0.1,0.6,0.05,0.3,0.25,61,2
0.1,0.6,0.05,0.3,0.3,62,2
0.1,0.6,0.1,0.05,0.05,106,2
0.1,0.6,0.1,0.05,0.1,121,2
0.1,0.6,0.1,0.05,0.15,123,2
0.1,0.6,0.1,0.05,0.2,124,2
0.1,0.6,0.1,0.05,0.25,119,2
0.1,0.6,0.1,0.05,0.3,130,2
0.1,0.6,0.1,0.1,0.05,50,2
0.1,0.6,0.1,0.1,0.1,101,2
0.1,0.6,0.1,0.1,0.15,103,2
0.1,0.6,0.1,0.1,0.2,112,2
0.1,0.6,0.1,0.1,0.25,121,2
0.1,0.6,0.1,0.1,0.3,121,2
0.1,0.6,0.1,0.15,0.05,38,2
0.1,0.6,0.1,0.15,0.1,62,2
0.1,0.6,0.1,0.15,0.15,72,2
0.1,0.6,0.1,0.15,0.2,81,2
0.1,0.6,0.1,0.15,0.25,93,2
0.1,0.6,0.1,0.15,0.3,100,2
0.1,0.6,0.1,0.2,0.05,30,2
0.1,0.6,0.1,0.2,0.1,38,2
0.1,0.6,0.1,0.2,0.15,52,2
0.1,0.6,0.1,0.2,0.2,53,2
0.1,0.6,0.1,0.2,0.25,58,2
0.1,0.6,0.1,0.2,0.3,30,2
0.1,0.6,0.1,0.25,0.05,19,2
0.1,0.6,0.1,0.25,0.1,37,2
0.1,0.6,0.1,0.25,0.15,49,2
0.1,0.6,0.1,0.25,0.2,49,2
0.1,0.6,0.1,0.25,0.25,51,2
0.1,0.6,0.1,0.25,0.3,51,2
0.1,0.6,0.1,0.3,0.05,16,2
0.1,0.6,0.1,0.3,0.1,18,2
0.1,0.6,0.1,0.3,0.15,36,2
0.1,0.6,0.1,0.3,0.2,41,2
0.1,0.6,0.1,0.3,0.25,42,2
0.1,0.6,0.1,0.3,0.3,49,2
0.1,0.6,0.15,0.05,0.05,34,2
0.1,0.6,0.15,0.05,0.1,94,2
0.1,0.6,0.15,0.05,0.15,102,2
0.1,0.6,0.15,0.05,0.2,113,2
0.1,0.6,0.15,0.05,0.25,120,2
0.1,0.6,0.15,0.05,0.3,114,2
0.1,0.6,0.15,0.1,0.05,25,2
0.1,0.6,0.15,0.1,0.1,51,2
0.1,0.6,0.15,0.1,0.15,67,2
0.1,0.6,0.15,0.1,0.2,76,2
0.1,0.6,0.15,0.1,0.25,96,2
0.1,0.6,0.15,0.1,0.3,98,2
0.1,0.6,0.15,0.15,0.05,15,2
0.1,0.6,0.15,0.15,0.1,36,2
0.1,0.6,0.15,0.15,0.15,48,2
0.1,0.6,0.15,0.15,0.2,54,2
0.1,0.6,0.15,0.15,0.25,29,2
0.1,0.6,0.15,0.15,0.3,62,2
0.1,0.6,0.15,0.2,0.05,15,2
0.1,0.6,0.15,0.2,0.1,15,2
0.1,0.6,0.15,0.2,0.15,35,2
0.1,0.6,0.15,0.2,0.2,36,2
0.1,0.6,0.15,0.2,0.25,41,2
0.1,0.6,0.15,0.2,0.3,50,2
0.1,0.6,0.15,0.25,0.05,13,2
0.1,0.6,0.15,0.25,0.1,17,2
0.1,0.6,0.15,0.25,0.15,22,2
0.1,0.6,0.15,0.25,0.2,24,2
0.1,0.6,0.15,0.25,0.25,26,2
0.1,0.6,0.15,0.25,0.3,31,2
0.1,0.6,0.15,0.3,0.05,11,2
0.1,0.6,0.15,0.3,0.1,12,2
0.1,0.6,0.15,0.3,0.15,12,2
0.1,0.6,0.15,0.3,0.2,17,2
0.1,0.6,0.15,0.3,0.25,21,2
0.1,0.6,0.15,0.3,0.3,22,2
0.1,0.6,0.2,0.05,0.05,16,2
0.1,0.6,0.2,0.05,0.1,67,2
0.1,0.6,0.2,0.05,0.15,76,2
0.1,0.6,0.2,0.05,0.2,86,2
0.1,0.6,0.2,0.05,0.25,91,2
0.1,0.6,0.2,0.05,0.3,91,2
0.1,0.6,0.2,0.1,0.05,14,2
0.1,0.6,0.2,0.1,0.1,27,2
0.1,0.6,0.2,0.1,0.15,48,2
0.1,0.6,0.2,0.1,0.2,63,2
0.1,0.6,0.2,0.1,0.25,67,2
0.1,0.6,0.2,0.1,0.3,67,2
0.1,0.6,0.2,0.15,0.05,12,2
0.1,0.6,0.2,0.15,0.1,15,2
0.1,0.6,0.2,0.15,0.15,27,2
0.1,0.6,0.2,0.15,0.2,32,2
0.1,0.6,0.2,0.15,0.25,46,2
0.1,0.6,0.2,0.15,0.3,51,2
0.1,0.6,0.2,0.2,0.05,12,2
0.1,0.6,0.2,0.2,0.1,16,2
0.1,0.6,0.2,0.2,0.15,17,2
0.1,0.6,0.2,0.2,0.2,22,2
0.1,0.6,0.2,0.2,0.25,22,2
0.1,0.6,0.2,0.2,0.3,23,2
0.1,0.6,0.2,0.25,0.05,11,2
0.1,0.6,0.2,0.25,0.1,14,2
0.1,0.6,0.2,0.25,0.15,12,2
0.1,0.6,0.2,0.25,0.2,12,2
0.1,0.6,0.2,0.25,0.25,16,2
0.1,0.6,0.2,0.25,0.3,16,2
0.1,0.6,0.2,0.3,0.05,11,2
0.1,0.6,0.2,0.3,0.1,11,2
0.1,0.6,0.2,0.3,0.15,12,2
0.1,0.6,0.2,0.3,0.2,12,2
0.1,0.6,0.2,0.3,0.25,14,2
0.1,0.6,0.2,0.3,0.3,12,2
0.1,0.6,0.25,0.05,0.05,13,2
0.1,0.6,0.25,0.05,0.1,27,2
0.1,0.6,0.25,0.05,0.15,54,2
0.1,0.6,0.25,0.05,0.2,73,2
0.1,0.6,0.25,0.05,0.25,69,2
0.1,0.6,0.25,0.05,0.3,76,2
0.1,0.6,0.25,0.1,0.05,13,2
0.1,0.6,0.25,0.1,0.1,19,2
0.1,0.6,0.25,0.1,0.15,28,2
0.1,0.6,0.25,0.1,0.2,32,2
0.1,0.6,0.25,0.1,0.25,42,2
0.1,0.6,0.25,0.1,0.3,44,2
0.1,0.6,0.25,0.15,0.05,11,2
0.1,0.6,0.25,0.15,0.1,14,2
0.1,0.6,0.25,0.15,0.15,18,2
0.1,0.6,0.25,0.15,0.2,23,2
0.1,0.6,0.25,0.15,0.25,24,2
0.1,0.6,0.25,0.15,0.3,27,2
0.1,0.6,0.25,0.2,0.05,11,2
0.1,0.6,0.25,0.2,0.1,12,2
0.1,0.6,0.25,0.2,0.15,15,2
0.1,0.6,0.25,0.2,0.2,16,2
0.1,0.6,0.25,0.2,0.25,16,2
0.1,0.6,0.25,0.2,0.3,18,2
0.1,0.6,0.25,0.25,0.05,11,2
0.1,0.6,0.25,0.25,0.1,11,2
0.1,0.6,0.25,0.25,0.15,14,2
0.1,0.6,0.25,0.25,0.2,14,2
0.1,0.6,0.25,0.25,0.25,12,2
0.1,0.6,0.25,0.25,0.3,14,2
0.1,0.6,0.25,0.3,0.05,10,2
0.1,0.6,0.25,0.3,0.1,11,2
0.1,0.6,0.25,0.3,0.15,11,2
0.1,0.6,0.25,0.3,0.2,11,2
0.1,0.6,0.25,0.3,0.25,11,2
0.1,0.6,0.25,0.3,0.3,11,2
0.1,0.6,0.3,0.05,0.05,12,2
0.1,0.6,0.3,0.05,0.1,17,2
0.1,0.6,0.3,0.05,0.15,27,2
0.1,0.6,0.3,0.05,0.2,52,2
0.1,0.6,0.3,0.05,0.25,54,2
0.1,0.6,0.3,0.05,0.3,59,2
0.1,0.6,0.3,0.1,0.05,12,2
0.1,0.6,0.3,0.1,0.1,13,2
0.1,0.6,0.3,0.1,0.15,19,2
0.1,0.6,0.3,0.1,0.2,25,2
0.1,0.6,0.3,0.1,0.25,28,2
0.1,0.6,0.3,0.1,0.3,34,2
0.1,0.6,0.3,0.15,0.05,11,2
0.1,0.6,0.3,0.15,0.1,13,2
0.1,0.6,0.3,0.15,0.15,14,2
0.1,0.6,0.3,0.15,0.2,17,2
0.1,0.6,0.3,0.15,0.25,21,2
0.1,0.6,0.3,0.15,0.3,22,2
0.1,0.6,0.3,0.2,0.05,11,2
0.1,0.6,0.3,0.2,0.1,11,2
0.1,0.6,0.3,0.2,0.15,12,2
0.1,0.6,0.3,0.2,0.2,13,2
0.1,0.6,0.3,0.2,0.25,15,2
0.1,0.6,0.3,0.2,0.3,15,2
0.1,0.6,0.3,0.25,0.05,10,2
0.1,0.6,0.3,0.25,0.1,11,2
0.1,0.6,0.3,0.25,0.15,11,2
0.1,0.6,0.3,0.25,0.2,12,2
0.1,0.6,0.3,0.25,0.25,14,2
0.1,0.6,0.3,0.25,0.3,12,2
0.1,0.6,0.3,0.3,0.05,10,2
0.1,0.6,0.3,0.3,0.1,11,2
0.1,0.6,0.3,0.3,0.15,11,2
0.1,0.6,0.3,0.3,0.2,11,2
0.1,0.6,0.3,0.3,0.25,11,2
0.1,0.6,0.3,0.3,0.3,12,2
0.2,0.6,0.05,0.05,0.05,153,2
0.2,0.6,0.05,0.05,0.1,169,2
0.2,0.6,0.05,0.05,0.15,169,2
0.2,0.6,0.05,0.05,0.2,152,2
0.2,0.6,0.05,0.05,0.25,128,2
0.2,0.6,0.05,0.05,0.3,163,2
0.2,0.6,0.05,0.1,0.05,154,2
0.2,0.6,0.05,0.1,0.1,161,2
0.2,0.6,0.05,0.1,0.15,163,2
0.2,0.6,0.05,0.1,0.2,158,2
0.2,0.6,0.05,0.1,0.25,156,2
0.2,0.6,0.05,0.1,0.3,160,2
0.2,0.6,0.05,0.15,0.05,149,2
0.2,0.6,0.05,0.15,0.1,156,2
0.2,0.6,0.05,0.15,0.15,165,2
0.2,0.6,0.05,0.15,0.2,157,2
0.2,0.6,0.05,0.15,0.25,160,2
0.2,0.6,0.05,0.15,0.3,160,2
0.2,0.6,0.05,0.2,0.05,151,2
0.2,0.6,0.05,0.2,0.1,151,2
0.2,0.6,0.05,0.2,0.15,154,2
0.2,0.6,0.05,0.2,0.2,158,2
0.2,0.6,0.05,0.2,0.25,158,2
0.2,0.6,0.05,0.2,0.3,156,2
0.2,0.6,0.05,0.25,0.05,142,2
0.2,0.6,0.05,0.25,0.1,150,2
0.2,0.6,0.05,0.25,0.15,150,2
0.2,0.6,0.05,0.25,0.2,150,2
0.2,0.6,0.05,0.25,0.25,153,2
0.2,0.6,0.05,0.25,0.3,157,2
0.2,0.6,0.05,0.3,0.05,129,2
0.2,0.6,0.05,0.3,0.1,148,2
0.2,0.6,0.05,0.3,0.15,152,2
0.2,0.6,0.05,0.3,0.2,147,2
0.2,0.6,0.05,0.3,0.25,153,2
0.2,0.6,0.05,0.3,0.3,148,2
0.2,0.6,0.1,0.05,0.05,149,2
0.2,0.6,0.1,0.05,0.1,151,2
0.2,0.6,0.1,0.05,0.15,159,2
0.2,0.6,0.1,0.05,0.2,158,2
0.2,0.6,0.1,0.05,0.25,137,2
0.2,0.6,0.1,0.05,0.3,153,2
0.2,0.6,0.1,0.1,0.05,145,2
0.2,0.6,0.1,0.1,0.1,147,2
0.2,0.6,0.1,0.1,0.15,153,2
0.2,0.6,0.1,0.1,0.2,152,2
0.2,0.6,0.1,0.1,0.25,154,2
0.2,0.6,0.1,0.1,0.3,154,2
0.2,0.6,0.1,0.15,0.05,132,2
0.2,0.6,0.1,0.15,0.1,152,2
0.2,0.6,0.1,0.15,0.15,154,2
0.2,0.6,0.1,0.15,0.2,150,2
0.2,0.6,0.1,0.15,0.25,155,2
0.2,0.6,0.1,0.15,0.3,153,2
0.2,0.6,0.1,0.2,0.05,120,2
0.2,0.6,0.1,0.2,0.1,140,2
0.2,0.6,0.1,0.2,0.15,146,2
0.2,0.6,0.1,0.2,0.2,149,2
0.2,0.6,0.1,0.2,0.25,153,2
0.2,0.6,0.1,0.2,0.3,154,2
0.2,0.6,0.1,0.25,0.05,112,2
0.2,0.6,0.1,0.25,0.1,127,2
0.2,0.6,0.1,0.25,0.15,137,2
0.2,0.6,0.1,0.25,0.2,144,2
0.2,0.6,0.1,0.25,0.25,143,2
0.2,0.6,0.1,0.25,0.3,147,2
0.2,0.6,0.1,0.3,0.05,97,2
0.2,0.6,0.1,0.3,0.1,117,2
0.2,0.6,0.1,0.3,0.15,126,2
0.2,0.6,0.1,0.3,0.2,129,2
0.2,0.6,0.1,0.3,0.25,134,2
0.2,0.6,0.1,0.3,0.3,140,2
0.2,0.6,0.15,0.05,0.05,113,2
0.2,0.6,0.15,0.05,0.1,141,2
0.2,0.6,0.15,0.05,0.15,150,2
0.2,0.6,0.15,0.05,0.2,148,2
0.2,0.6,0.15,0.05,0.25,152,2
0.2,0.6,0.15,0.05,0.3,149,2
0.2,0.6,0.15,0.1,0.05,115,2
0.2,0.6,0.15,0.1,0.1,135,2
0.2,0.6,0.15,0.1,0.15,149,2
0.2,0.6,0.15,0.1,0.2,154,2
0.2,0.6,0.15,0.1,0.25,152,2
0.2,0.6,0.15,0.1,0.3,149,2
0.2,0.6,0.15,0.15,0.05,108,2
0.2,0.6,0.15,0.15,0.1,131,2
0.2,0.6,0.15,0.15,0.15,136,2
0.2,0.6,0.15,0.15,0.2,139,2
0.2,0.6,0.15,0.15,0.25,147,2
0.2,0.6,0.15,0.15,0.3,144,2
0.2,0.6,0.15,0.2,0.05,92,2
0.2,0.6,0.15,0.2,0.1,117,2
0.2,0.6,0.15,0.2,0.15,131,2
0.2,0.6,0.15,0.2,0.2,135,2
0.2,0.6,0.15,0.2,0.25,137,2
0.2,0.6,0.15,0.2,0.3,139,2
0.2,0.6,0.15,0.25,0.05,75,2
0.2,0.6,0.15,0.25,0.1,104,2
0.2,0.6,0.15,0.25,0.15,120,2
0.2,0.6,0.15,0.25,0.2,127,2
0.2,0.6,0.15,0.25,0.25,132,2
0.2,0.6,0.15,0.25,0.3,135,2
0.2,0.6,0.15,0.3,0.05,67,2
0.2,0.6,0.15,0.3,0.1,86,2
0.2,0.6,0.15,0.3,0.15,115,2
0.2,0.6,0.15,0.3,0.2,114,2
0.2,0.6,0.15,0.3,0.25,119,2
0.2,0.6,0.15,0.3,0.3,120,2
0.2,0.6,0.2,0.05,0.05,89,2
0.2,0.6,0.2,0.05,0.1,121,2
0.2,0.6,0.2,0.05,0.15,126,2
0.2,0.6,0.2,0.05,0.2,126,2
0.2,0.6,0.2,0.05,0.25,134,2
0.2,0.6,0.2,0.05,0.3,140,2
0.2,0.6,0.2,0.1,0.05,89,2
0.2,0.6,0.2,0.1,0.1,116,2
0.2,0.6,0.2,0.1,0.15,125,2
0.2,0.6,0.2,0.1,0.2,138,2
0.2,0.6,0.2,0.1,0.25,136,2
0.2,0.6,0.2,0.1,0.3,144,2
0.2,0.6,0.2,0.15,0.05,71,2
0.2,0.6,0.2,0.15,0.1,114,2
0.2,0.6,0.2,0.15,0.15,120,2
0.2,0.6,0.2,0.15,0.2,129,2
0.2,0.6,0.2,0.15,0.25,134,2
0.2,0.6,0.2,0.15,0.3,136,2
0.2,0.6,0.2,0.2,0.05,68,2
0.2,0.6,0.2,0.2,0.1,92,2
0.2,0.6,0.2,0.2,0.15,109,2
0.2,0.6,0.2,0.2,0.2,121,2
0.2,0.6,0.2,0.2,0.25,123,2
0.2,0.6,0.2,0.2,0.3,127,2
0.2,0.6,0.2,0.25,0.05,56,2
0.2,0.6,0.2,0.25,0.1,76,2
0.2,0.6,0.2,0.25,0.15,103,2
0.2,0.6,0.2,0.25,0.2,111,2
0.2,0.6,0.2,0.25,0.25,116,2
0.2,0.6,0.2,0.25,0.3,117,2
0.2,0.6,0.2,0.3,0.05,47,2
0.2,0.6,0.2,0.3,0.1,74,2
0.2,0.6,0.2,0.3,0.15,79,2
0.2,0.6,0.2,0.3,0.2,100,2
0.2,0.6,0.2,0.3,0.25,106,2
0.2,0.6,0.2,0.3,0.3,111,2
0.2,0.6,0.25,0.05,0.05,60,2
0.2,0.6,0.25,0.05,0.1,107,2
0.2,0.6,0.25,0.05,0.15,116,2
0.2,0.6,0.25,0.05,0.2,120,2
0.2,0.6,0.25,0.05,0.25,121,2
0.2,0.6,0.25,0.05,0.3,122,2
0.2,0.6,0.25,0.1,0.05,55,2
0.2,0.6,0.25,0.1,0.1,97,2
0.2,0.6,0.25,0.1,0.15,110,2
0.2,0.6,0.25,0.1,0.2,121,2
0.2,0.6,0.25,0.1,0.25,123,2
0.2,0.6,0.25,0.1,0.3,123,2
0.2,0.6,0.25,0.15,0.05,56,2
0.2,0.6,0.25,0.15,0.1,96,2
0.2,0.6,0.25,0.15,0.15,107,2
0.2,0.6,0.25,0.15,0.2,112,2
0.2,0.6,0.25,0.15,0.25,113,2
0.2,0.6,0.25,0.15,0.3,122,2
0.2,0.6,0.25,0.2,0.05,53,2
0.2,0.6,0.25,0.2,0.1,74,2
0.2,0.6,0.25,0.2,0.15,89,2
0.2,0.6,0.25,0.2,0.2,105,2
0.2,0.6,0.25,0.2,0.25,105,2
0.2,0.6,0.25,0.2,0.3,117,2
0.2,0.6,0.25,0.25,0.05,46,2
0.2,0.6,0.25,0.25,0.1,61,2
0.2,0.6,0.25,0.25,0.15,74,2
0.2,0.6,0.25,0.25,0.2,83,2
0.2,0.6,0.25,0.25,0.25,97,2
0.2,0.6,0.25,0.25,0.3,104,2
0.2,0.6,0.25,0.3,0.05,37,2
0.2,0.6,0.25,0.3,0.1,57,2
0.2,0.6,0.25,0.3,0.15,65,2
0.2,0.6,0.25,0.3,0.2,75,2
0.2,0.6,0.25,0.3,0.25,79,2
0.2,0.6,0.25,0.3,0.3,81,2
0.2,0.6,0.3,0.05,0.05,54,2
0.2,0.6,0.3,0.05,0.1,79,2
0.2,0.6,0.3,0.05,0.15,97,2
0.2,0.6,0.3,0.05,0.2,109,2
0.2,0.6,0.3,0.05,0.25,111,2
0.2,0.6,0.3,0.05,0.3,110,2
0.2,0.6,0.3,0.1,0.05,51,2
0.2,0.6,0.3,0.1,0.1,84,2
0.2,0.6,0.3,0.1,0.15,99,2
0.2,0.6,0.3,0.1,0.2,102,2
0.2,0.6,0.3,0.1,0.25,107,2
0.2,0.6,0.3,0.1,0.3,114,2
0.2,0.6,0.3,0.15,0.05,52,2
0.2,0.6,0.3,0.15,0.1,64,2
0.2,0.6,0.3,0.15,0.15,93,2
0.2,0.6,0.3,0.15,0.2,101,2
0.2,0.6,0.3,0.15,0.25,106,2
0.2,0.6,0.3,0.15,0.3,111,2
0.2,0.6,0.3,0.2,0.05,42,2
0.2,0.6,0.3,0.2,0.1,66,2
0.2,0.6,0.3,0.2,0.15,72,2
0.2,0.6,0.3,0.2,0.2,85,2
0.2,0.6,0.3,0.2,0.25,98,2
0.2,0.6,0.3,0.2,0.3,102,2
0.2,0.6,0.3,0.25,0.05,38,2
0.2,0.6,0.3,0.25,0.1,57,2
0.2,0.6,0.3,0.25,0.15,62,2
0.2,0.6,0.3,0.25,0.2,72,2
0.2,0.6,0.3,0.25,0.25,77,2
0.2,0.6,0.3,0.25,0.3,83,2
0.2,0.6,0.3,0.3,0.05,33,2
0.2,0.6,0.3,0.3,0.1,47,2
0.2,0.6,0.3,0.3,0.15,58,2
0.2,0.6,0.3,0.3,0.2,61,2
0.2,0.6,0.3,0.3,0.25,61,2
0.2,0.6,0.3,0.3,0.3,74,2
0.3,0.6,0.05,0.05,0.05,170,2
0.3,0.6,0.05,0.05,0.1,159,2
0.3,0.6,0.05,0.05,0.15,158,2
0.3,0.6,0.05,0.05,0.2,154,2
0.3,0.6,0.05,0.05,0.25,155,2
0.3,0.6,0.05,0.05,0.3,159,2
0.3,0.6,0.05,0.1,0.05,171,2
0.3,0.6,0.05,0.1,0.1,177,2
0.3,0.6,0.05,0.1,0.15,167,2
0.3,0.6,0.05,0.1,0.2,174,2
0.3,0.6,0.05,0.1,0.25,164,2
0.3,0.6,0.05,0.1,0.3,163,2
0.3,0.6,0.05,0.15,0.05,170,2
0.3,0.6,0.05,0.15,0.1,167,2
0.3,0.6,0.05,0.15,0.15,173,2
0.3,0.6,0.05,0.15,0.2,172,2
0.3,0.6,0.05,0.15,0.25,169,2
0.3,0.6,0.05,0.15,0.3,169,2
0.3,0.6,0.05,0.2,0.05,168,2
0.3,0.6,0.05,0.2,0.1,169,2
0.3,0.6,0.05,0.2,0.15,168,2
0.3,0.6,0.05,0.2,0.2,175,2
0.3,0.6,0.05,0.2,0.25,171,2
0.3,0.6,0.05,0.2,0.3,173,2
0.3,0.6,0.05,0.25,0.05,176,2
0.3,0.6,0.05,0.25,0.1,173,2
0.3,0.6,0.05,0.25,0.15,171,2
0.3,0.6,0.05,0.25,0.2,174,2
0.3,0.6,0.05,0.25,0.25,170,2
0.3,0.6,0.05,0.25,0.3,177,2
0.3,0.6,0.05,0.3,0.05,164,2
0.3,0.6,0.05,0.3,0.1,176,2
0.3,0.6,0.05,0.3,0.15,170,2
0.3,0.6,0.05,0.3,0.2,172,2
0.3,0.6,0.05,0.3,0.25,175,2
0.3,0.6,0.05,0.3,0.3,175,2
0.3,0.6,0.1,0.05,0.05,160,2
0.3,0.6,0.1,0.05,0.1,164,2
0.3,0.6,0.1,0.05,0.15,155,2
0.3,0.6,0.1,0.05,0.2,166,2
0.3,0.6,0.1,0.05,0.25,152,2
0.3,0.6,0.1,0.05,0.3,158,2
0.3,0.6,0.1,0.1,0.05,165,2
0.3,0.6,0.1,0.1,0.1,165,2
0.3,0.6,0.1,0.1,0.15,172,2
0.3,0.6,0.1,0.1,0.2,172,2
0.3,0.6,0.1,0.1,0.25,173,2
0.3,0.6,0.1,0.1,0.3,170,2
0.3,0.6,0.1,0.15,0.05,165,2
0.3,0.6,0.1,0.15,0.1,164,2
0.3,0.6,0.1,0.15,0.15,165,2
0.3,0.6,0.1,0.15,0.2,166,2
0.3,0.6,0.1,0.15,0.25,175,2
0.3,0.6,0.1,0.15,0.3,170,2
0.3,0.6,0.1,0.2,0.05,165,2
0.3,0.6,0.1,0.2,0.1,168,2
0.3,0.6,0.1,0.2,0.15,173,2
0.3,0.6,0.1,0.2,0.2,173,2
0.3,0.6,0.1,0.2,0.25,170,2
0.3,0.6,0.1,0.2,0.3,166,2
0.3,0.6,0.1,0.25,0.05,159,2
0.3,0.6,0.1,0.25,0.1,160,2
0.3,0.6,0.1,0.25,0.15,169,2
0.3,0.6,0.1,0.25,0.2,173,2
0.3,0.6,0.1,0.25,0.25,171,2
0.3,0.6,0.1,0.25,0.3,169,2
0.3,0.6,0.1,0.3,0.05,148,2
0.3,0.6,0.1,0.3,0.1,165,2
0.3,0.6,0.1,0.3,0.15,166,2
0.3,0.6,0.1,0.3,0.2,164,2
0.3,0.6,0.1,0.3,0.25,171,2
0.3,0.6,0.1,0.3,0.3,171,2
0.3,0.6,0.15,0.05,0.05,146,2
0.3,0.6,0.15,0.05,0.1,149,2
0.3,0.6,0.15,0.05,0.15,158,2
0.3,0.6,0.15,0.05,0.2,158,2
0.3,0.6,0.15,0.05,0.25,151,2
0.3,0.6,0.15,0.05,0.3,152,2
0.3,0.6,0.15,0.1,0.05,144,2
